"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"010111","Type 1","01","01","11","Horses; live, pure-bred breeding animals","Les chevaux ; animaux reproducteurs vivants de race pure"
"282720","Type 6","28","27","20","Chlorides; of calcium","Chlorures ; de calcium"
"282731","Type 6","28","27","31","Chlorides; of magnesium","Chlorures ; de magnésium"
"282732","Type 6","28","27","32","Chlorides; of aluminium","Chlorures ; d'aluminium"
"282733","Type 6","28","27","33","Chlorides; of iron","Chlorures ; de fer"
"282734","Type 6","28","27","34","Chlorides; of cobalt","Chlorures ; de cobalt"
"282735","Type 6","28","27","35","Chlorides; of nickel","Chlorures ; de nickel"
"282736","Type 6","28","27","36","Chlorides; of zinc","Chlorures ; de zinc"
"282737","Type 6","28","27","37","Chlorides; of tin","Chlorures ; d'étain"
"282738","Type 6","28","27","38","Chlorides; of barium","Chlorures ; de baryum"
"282739","Type 6","28","27","39","Chlorides; of metals n.e.s. in heading no. 2827","Chlorures ; de métaux n.d.a. dans la rubrique no. 2827"
"282741","Type 6","28","27","41","Chloride oxides and chloride hydroxides; of copper","Oxydes de chlorure et hydroxydes de chlorure ; de cuivre"
"282749","Type 6","28","27","49","Chloride oxides and chloride hydroxides; other than of copper","Oxydes de chlorure et hydroxydes de chlorure ; autre qu'en cuivre"
"282751","Type 6","28","27","51","Bromides; of sodium or of potassium","Bromures ; de sodium ou de potassium"
"282759","Type 6","28","27","59","Bromides and bromide oxides; other than item no. 2827.51","Bromures et oxydes de bromure ; autre que l'article no. 2827.51"
"282760","Type 6","28","27","60","Iodides and iodide oxides","Iodures et oxydes d'iodure"
"282810","Type 6","28","28","10","Hypochlorites; commercial calcium hypochlorite and other calcium hypochlorites","Hypochlorites ; hypochlorite de calcium commercial et autres hypochlorites de calcium"
"282890","Type 6","28","28","90","Hypochlorites; n.e.s. in heading no. 2828","Hypochlorites ; n.c.a. dans la rubrique no. 2828"
"282911","Type 6","28","29","11","Chlorates; of sodium","Chlorates ; de sodium"
"282919","Type 6","28","29","19","Chlorates; other than sodium","Chlorates ; autre que le sodium"
"282990","Type 6","28","29","90","Perchlorates; bromates and perbromates; iodates and periodates","Perchlorates ; bromates et perbromates ; iodates et periodates"
"283010","Type 6","28","30","10","Sulphides; of sodium","Sulfures ; de sodium"
"283020","Type 6","28","30","20","Sulphides; of zinc","Sulfures ; de zinc"
"283030","Type 6","28","30","30","Sulphides; of cadmium","Sulfures ; de cadmium"
"283090","Type 6","28","30","90","Sulphides and polysulphides; n.e.s. in heading no. 2830","Sulfures et polysulfures ; n.c.a. dans la rubrique no. 2830"
"283110","Type 6","28","31","10","Dithionites and sulphoxylates; of sodium","Dithionites et sulfoxylates ; de sodium"
"283190","Type 6","28","31","90","Dithionites and sulphoxylates; other than sodium","Dithionites et sulfoxylates ; autre que le sodium"
"283210","Type 6","28","32","10","Sulphites; of sodium","Sulfites ; de sodium"
"283220","Type 6","28","32","20","Sulphites; other than of sodium","Sulfites ; autre que de sodium"
"283230","Type 6","28","32","30","Thiosulphates","Thiosulfates"
"283311","Type 6","28","33","11","Sodium sulphates; disodium sulphate","Sulfates de sodium ; sulfate disodique"
"283319","Type 6","28","33","19","Sodium sulphates; other than disodium sulphate","Sulfates de sodium ; autre que le sulfate disodique"
"283321","Type 6","28","33","21","Sulphates; of magnesium","Sulfates ; de magnésium"
"283322","Type 6","28","33","22","Sulphates; of aluminium","Sulfates ; d'aluminium"
"283323","Type 6","28","33","23","Sulphates; of chromium","Sulfates ; de chrome"
"283324","Type 6","28","33","24","Sulphates; of nickel","Sulfates ; de nickel"
"283325","Type 6","28","33","25","Sulphates; of copper","Sulfates ; de cuivre"
"283326","Type 6","28","33","26","Sulphates; of zinc","Sulfates ; de zinc"
"283327","Type 6","28","33","27","Sulphates; of barium","Sulfates ; de baryum"
"283329","Type 6","28","33","29","Sulphates; n.e.s. in item no. 2833.2","Sulfates ; n.c.a. dans l'article no. 2833.2"
"283330","Type 6","28","33","30","Alums","Aluns"
"283340","Type 6","28","33","40","Peroxosulphates (persulphates)","Peroxosulfates (persulfates)"
"283410","Type 6","28","34","10","Nitrites","Nitrite"
"283421","Type 6","28","34","21","Nitrates; of potassium","Nitrates ; de potassium"
"283422","Type 6","28","34","22","Nitrates; of bismuth","Nitrates ; de bismuth"
"283429","Type 6","28","34","29","Nitrates; of other than potassium or bismuth","Nitrates ; autres que le potassium ou le bismuth"
"283510","Type 6","28","35","10","Phosphinates (hypophosphites) and phosphonates (phosphites)","Phosphinates (hypophosphites) et phosphonates (phosphites)"
"283521","Type 6","28","35","21","Phosphates; of triammonium","Phosphates ; de triammonium"
"283522","Type 6","28","35","22","Phosphates; of mono- or disodium","Phosphates ; de mono- ou disodique"
"283523","Type 6","28","35","23","Phosphates; of trisodium","Phosphates ; de trisodium"
"283524","Type 6","28","35","24","Phosphates; of potassium","Phosphates ; de potassium"
"283525","Type 6","28","35","25","Phosphates; calcium hydrogenorthophosphate (""dicalcium phosphate"")","Phosphates ; hydrogénoorthophosphate de calcium (phosphate dicalcique)"
"283526","Type 6","28","35","26","Phosphates; of calcium n.e.s. in item no. 2835.25","Phosphates ; de calcium n.c.a. dans l'article no. 2835.25"
"283529","Type 6","28","35","29","Phosphates; n.e.s in item no. 2835.2","Phosphates ; n.c.a. dans l'article no. 2835.2"
"283531","Type 6","28","35","31","Polyphosphates; sodium triphosphate (sodium tripolyphosphate)","Polyphosphates ; triphosphate de sodium (tripolyphosphate de sodium)"
"283539","Type 6","28","35","39","Polyphosphates; (other than sodium triphosphate (sodium tripolyphosphate))","Polyphosphates ; (autre que le triphosphate de sodium (tripolyphosphate de sodium))"
"283610","Type 6","28","36","10","Carbonates; commercial ammonium carbonate and other ammonium carbonates","Carbonates ; carbonate d'ammonium commercial et autres carbonates d'ammonium"
"283620","Type 6","28","36","20","Carbonates; disodium carbonate","Carbonates ; carbonate disodique"
"283630","Type 6","28","36","30","Carbonates; sodium hydrogencarbonate (sodium bicarbonate)","Carbonates ; hydrogénocarbonate de sodium (bicarbonate de sodium)"
"283640","Type 6","28","36","40","Carbonates; potassium carbonate","Carbonates ; carbonate de potassium"
"283650","Type 6","28","36","50","Carbonates; calcium carbonate","Carbonates ; carbonate de calcium"
"283660","Type 6","28","36","60","Carbonates; barium carbonate","Carbonates ; carbonate de baryum"
"283670","Type 6","28","36","70","Carbonates; lead carbonate","Carbonates ; carbonate de plomb"
"283691","Type 6","28","36","91","Carbonates; lithium carbonate","Carbonates ; carbonate de lithium"
"283692","Type 6","28","36","92","Carbonates; strontium carbonate","Carbonates ; carbonate de strontium"
"283693","Type 6","28","36","93","Carbonates; bismuth carbonate","Carbonates ; carbonate de bismuth"
"283699","Type 6","28","36","99","Carbonates; n.e.s. in heading no. 2836","Carbonates ; n.c.a. dans la rubrique no. 2836"
"283711","Type 6","28","37","11","Cyanides and cyanide oxides; of sodium","Cyanures et oxydes de cyanure ; de sodium"
"283719","Type 6","28","37","19","Cyanides and cyanide oxides; other than of sodium","Cyanures et oxydes de cyanure ; autre que de sodium"
"283720","Type 6","28","37","20","Complex cyanides","Cyanures complexes"
"283800","Type 6","28","38","00","Fulminates, cyanates and thiocyanates","Fulminates, cyanates et thiocyanates"
"283911","Type 6","28","39","11","Silicates; sodium metasilicates","Silicates ; métasilicates de sodium"
"283919","Type 6","28","39","19","Silicates; of sodium (excluding sodium metasilicates)","Silicates ; de sodium (hors métasilicates de sodium)"
"283920","Type 6","28","39","20","Silicates; of potassium","Silicates ; de potassium"
"283990","Type 6","28","39","90","Silicates; commercial alkali metal silicates, other than of sodium or potassium","Silicates ; silicates de métaux alcalins du commerce, autres que de sodium ou de potassium"
"284011","Type 6","28","40","11","Borates; disodium tetraborate (refined borax), anhydrous","Borates ; tétraborate de disodium (borax raffiné), anhydre"
"284019","Type 6","28","40","19","Borates; disodium tetraborate (refined borax), other than anhydrous","Borates ; tétraborate de disodium (borax raffiné), autre qu'anhydre"
"284020","Type 6","28","40","20","Borates; n.e.s. in heading no. 2840","Borates ; n.c.a. dans la rubrique no. 2840"
"284030","Type 6","28","40","30","Peroxoborates (perborates)","Peroxoborates (perborates)"
"284110","Type 6","28","41","10","Salts; aluminates","Sels ; aluminates"
"284120","Type 6","28","41","20","Salts; chromates of zinc or of lead","Sels ; chromates de zinc ou de plomb"
"284130","Type 6","28","41","30","Salts; sodium dichromate","Sels ; bichromate de sodium"
"284140","Type 6","28","41","40","Salts; potassium dichromate","Sels ; dichromate de potassium"
"284150","Type 6","28","41","50","Salts; chromates, dichromates, peroxochromates; n.e.s. in heading no. 2841","Sels ; chromates, dichromates, peroxochromates ; n.c.a. dans la rubrique no. 2841"
"284160","Type 6","28","41","60","Salts; manganites, manganates and permanganates","Sels ; manganites, manganates et permanganates"
"284170","Type 6","28","41","70","Salts; molybdates","Sels ; molybdates"
"284180","Type 6","28","41","80","Salts; tungstates (wolframates)","Sels ; tungstates (wolframates)"
"284190","Type 6","28","41","90","Salts of oxometallic or peroxometallic acids; n.e.s. in heading no. 2841","Sels d'acides oxométalliques ou peroxométalliques ; n.c.a. dans la rubrique no. 2841"
"284210","Type 6","28","42","10","Salts; double or complex silicates","Sels ; silicates doubles ou complexes"
"284290","Type 6","28","42","90","Salts; of inorganic acids or peroxoacids, excluding azides","Sels ; d'acides inorganiques ou de peroxoacides, à l'exclusion des azides"
"284310","Type 6","28","43","10","Colloidal precious metals; whether or not chemically defined","Métaux précieux colloïdaux ; de constitution chimique définie ou non"
"284321","Type 6","28","43","21","Silver compounds; silver nitrates","Composés d'argent  ; nitrates d'argent"
"284329","Type 6","28","43","29","Silver compounds; excluding silver nitrates","Composés d'argent  ; hors nitrates d'argent"
"284330","Type 6","28","43","30","Gold compounds","Composés d'or"
"284390","Type 6","28","43","90","Inorganic or organic compounds; of precious metals (excluding gold and silver), whether or not chemically defined, amalgams of precious metals","Composés inorganiques ou organiques  ; de métaux précieux (à l'exclusion de l'or et de l'argent), de constitution chimique définie ou non, amalgames de métaux précieux"
"284410","Type 6","28","44","10","Uranium; natural uranium and its compounds, alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds","Uranium ; uranium naturel et ses composés, alliages, dispersions (y compris les cermets), produits céramiques et mélanges contenant de l'uranium naturel ou des composés d'uranium naturel"
"284420","Type 6","28","44","20","Uranium; enriched in U235, plutonium, their compounds, alloys dispersions (including cermets), ceramic products and mixtures containing uranium enriched in U235, plutonium or compounds of these products","Uranium ; enrichis en U235, du plutonium, leurs composés, les dispersions d'alliages (y compris les cermets), les produits céramiques et les mélanges contenant de l'uranium enrichi en U235, du plutonium ou des composés de ces produits"
"284430","Type 6","28","44","30","Uranium; depleted in U235, thorium, their compounds, alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U235, thorium; compounds of these products","Uranium ; appauvri en U235, thorium, leurs composés, alliages, dispersions (y compris les cermets), produits céramiques et mélanges contenant de l'uranium appauvri en U235, thorium ; composés de ces produits"
"284440","Type 6","28","44","40","Radioactive elements, isotopes, compounds, n.e.s. in heading no. 2844 alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues","Éléments radioactifs, isotopes, composés, n.d.a. dans la rubrique no. 2844 alliages, dispersions (y compris les cermets), produits céramiques et mélanges contenant ces éléments, isotopes ou composés ; résidus radioactifs"
"284450","Type 6","28","44","50","Spent (irradiated) fuel elements (cartridges) of nuclear reactors","Éléments combustibles usés (irradiés) (cartouches) des réacteurs nucléaires"
"284510","Type 6","28","45","10","Heavy water (deuterium oxide)","Eau lourde (oxyde de deutérium)"
"284590","Type 6","28","45","90","Isotopes (excluding those of heading no. 2844); compounds, inorganic or organic, of such isotopes, whether or not chemically defined","Isotopes (à l'exclusion de ceux du n°2844) ; composés, inorganiques ou organiques, de ces isotopes, de constitution chimique définie ou non"
"284610","Type 6","28","46","10","Cerium compounds","Composés de cérium"
"284690","Type 6","28","46","90","Compounds, inorganic or organic (excluding cerium), of rare-earth metals, of yttrium, scandium or of mixtures of these metals","Composés, inorganiques ou organiques (à l'exclusion du cérium), de métaux des terres rares, d'yttrium, de scandium ou de mélanges de ces métaux"
